atom_diff,reaction_class,delta_mass,count
<26H+18C+2O>,Others,274.19328007712,1
<26H+17C-O>,Others,214.20853621841,1
<4H+4C+O+S>,Lytic reaction,99.99828592289,1
<20H+16C+3O>,Hydrolysis,260.14124450331,1
<21H+12C+3N-2P>,Others,145.22602369328,1
<21H+12C+3N+3O+2S>,Others,319.10243389763,1
<18H+13C+2N+O-2P>,Others,156.19438921173003,1
<21H+11C+2N+5O+P+S>,Others,324.09087995636,1
<218H+113C+8N+57O>,Others,2599.44058237707,1
<20H>,Others,20.1565006446,1
<18H+14C+4N+2O>,Others,274.142975837,1
<20H+27C+2N+12O>,Ligation reaction,564.1016240883,1
<20H+22C+8O>,Transfer reaction,412.11581760116,1
<20H+21C+2N+2O>,Hydrolysis,332.1524778926,1
<20H+19C+N+3O>,Others,310.14431850774,1
<20H+19C+7O>,Others,360.12090298159,1
<18H+14C+O>,Others,202.13576519971,1
<20H+18C>,Others,236.1565006446,1
<20H+18C+O>,Others,252.15141526417,1
<20H+17C>,Others,224.1565006446,1
<20H+17C+4N+11O+2P>,Others,518.06038147443,1
<21H+13C+6N+15O+3P+S>,Transfer reaction,625.9998461666199,1
<18H+12C+9O>,Others,306.09508215627,1
<18H+12C+12O+S>,Others,386.05189718938,1
<22H+10C-O>,Others,126.17723608949,1
<22H+12C+4N-O-2P>,Others,144.24200811036997,1
<18H+11C+4O>,Others,214.12050905842,1
<22H+12C+2N+3O+S>,Others,274.13511375103,1
<22H+11C-O>,Others,138.17723608948998,1
<22H+11C-2N-4O-2P>,Transfer reaction,0.2388202250799977,1
<22H+11C+5N+6O+P>,Others,351.13077044705,1
<18H+11C+N+10O+P>,Others,355.06683277869,1
<220H+132C+4N+99O>,Others,3445.23035044575,1
<21H+17C+N+3O>,Hydrolysis,287.15214353997,1
<220H+115C+5N+86O+3P>,Others,3140.22082039103,1
<21H+9C+3N>,Others,171.17354769012002,1
<21H+23C+3N+11O>,Ligation reaction,515.1176085053901,1
<21H+20C+N+3O>,Others,323.15214353997,1
<21H+20C+7N+6O>,Ligation reaction,455.15533142526,1
<21H+19C+N+3O>,Others,311.15214353997,1
<18H+12C+11O>,Others,338.08491139541,1
<18H+15C+3O>,Hydrolysis,246.12559443885,1
<20H+15C-7O-2P>,Others,26.244574310769984,1
<26H+17C+4N+14O+2P>,Others,572.09207552652,1
<20H+15C+6N+4O+S>,Others,380.12667432386,1
<20H+11C+3N+5O+P>,Others,305.11405775416,1
<19H+10C+N+2S>,Others,217.0958919656,1
<201H+108C+3N+81O+2P>,Others,2898.1176616735297,1
<200H+107C+2N+82O+2P>,Others,2887.1016772564403,1
<19H+8C+3N-O>,Ligation reaction,141.16298300608997,1
<19H+27C+N+12O>,Others,549.09072505164,1
<19H+26C+3N+8O+2S>,Others,565.06135693102,1
<19H+19C+7N+5O>,Ligation reaction,425.14476674123,1
<19H+19C+3N+6O>,Others,385.12738534308,1
<19H+11C+3N+3O+2S>,Others,305.08678383317,1
<19H+18C+N+2O>,Redox reaction,281.14157885594,1
<19H+17C+N+2O>,Redox reaction,269.14157885594,1
<19H+17C+4N+8O+P>,Transfer reaction,438.09405058507,1
<19H+17C+3N+2O>,Others,297.1477268648,1
<19H+14C+5N+3O>,Others,305.14878949323,1
<19H+13C+2N+5O+P>,Others,314.1031587175,1
<19H+12C+7O-P>,Others,244.13931595094,1
<20H+11C+5N+5O+P>,Others,333.12020576302,1
<20H+11C+N+7O+P+S>,Redox reaction,341.06981015884,1
<18H+9C-O>,Others,110.14593596057,1
<18H+20C+2N+10O>,Others,446.0961447847,1
<20H+15C+2O>,Others,232.14632988374,1
<20H+14C+7N+17O+3P+S>,Others,682.9849243779598,1
<18H+17C+4N+6O>,Others,374.12263431528,1
<20H+14C+2N+9O>,Ligation reaction,360.11688022959004,1
<20H+13C>,Others,176.1565006446,1
<18H+17C+5O>,Hydrolysis,302.11542367799,1
<18H+20C+14O>,Others,482.06965525412,1
<18H+20C+2N+2O>,Hydrolysis,318.13682782814004,1
<18H+9C+O>,Others,142.13576519971,1
<18H+21C+10O>,Others,430.08999677584,1
<18H+21C+7N+7O+3S+Cl>,Others,611.01183715334,1
<20H+12C+5O>,Others,244.13107374245,1
<18H+27C+6O>,Others,438.11033829756,1
<20H+12C+2O>,Others,196.14632988374,1
<20H+12C+19O+3S>,Others,563.97609193963,1
<18H+27C+9O>,Others,486.09508215627,1
<22H+12C+6N+3O>,Others,298.17533859435,1
<22H+12C+6O+2P>,Lytic reaction,324.08916242332,1
<18H+11C+4N+6O>,Others,302.12263431528004,1
<18H+11C+2N+O>,Hydrolysis,194.14191320857003,1
<25H+14C+3N+3O+2S>,Others,347.1337340265501,1
<25H+13C+2N+14O+3P+S>,Others,558.0239356582499,1
<17H+15C+3N+4O+S>,Others,335.09397721388,1
<24H+30C+9O>,Others,528.14203234965,1
<24H+27C+17O>,Hydrolysis,620.1013493062101,1
<24H+24C+4N+2O>,Others,400.18992603038,1
<24H+21C+2N+2O>,Others,336.18377802152,1
<24H+20C>,Redox reaction,264.18780077352,1
<24H+20C+6N-2O-2P>,Others,254.26889156411997,1
<24H+20C+2N+O>,Hydrolysis,308.18886340195,1
<24H+20C+10N+12O+2P>,Transfer reaction,658.1050402495,1
<24H+19C+O>,Others,268.18271539309,1
<24H+18C>,Redox reaction,240.18780077352,1
<24H+18C+11O>,Others,416.13186158879,1
<24H+17C+8N+4O>,Others,404.19205128724,1
<24H+17C+3O>,Others,276.17254463223003,1
<24H+16C+O>,Others,232.18271539309,1
<25H+15C+N-O>,Others,203.20378519061,1
<25H+16C+2N+7O-P>,Others,326.19241415318004,1
<25H+17C+3N+16O+2P>,Others,589.071005729,1
<17H+12C+N+3O>,Others,223.12084341105,1
<26H+17C+2O>,Hydrolysis,262.19328007712,1
<26H+17C+2N+7O>,Others,370.17400118383,1
<26H+17C+17O>,Others,502.11699937067,1
<17H+10C+3N+3O+2S>,Others,291.07113376871,1
<26H+16C+2N+9O>,Others,390.16383042297,1
<26H+16C+2N+10O>,Others,406.15874504254,1
<17H+12C+3N+7O+S>,Transfer reaction,347.07872107259004,1
<17H+13C+N+3O-2P>,Others,173.17331941421,1
<25H+17C+8N+8O+P>,Others,500.15329679617,1
<26H+13C>,Others,182.20345083798,1
<26H+13C-O>,Others,166.20853621841,1
<26H+13C+2N+O>,Others,226.20451346641,1
<17H+14C+3N+6O+S>,Hydrolysis,355.08380645302003,1
<25H+21C+N+14O>,Others,515.12750448416,1
<25H+21C+7N+13O+2P>,Others,645.09855788801,1
<25H+19C+N+2O>,Others,299.18852904932004,1
<17H+15C+5N+10O+2P+S>,Transfer reaction,521.0171369369999,1
<17H+15C+N+8O>,Others,339.09541650890003,1
<24H+15C+7N+15O+3P+S>,Others,667.0263952677399,1
<22H+16C+8N+4O>,Others,390.17640122278,1
<22H+24C+2O>,Others,342.16197994820004,1
<17H+9C+N+2S>,Others,203.08024190114,1
<22H+21C+2N+3O>,Hydrolysis,350.16304257663,1
<22H+19C+2N+O>,Hydrolysis,294.17321333749,1
<22H+19C+2N+O+2S>,Others,358.11735568629,1
<22H+18C+O>,Others,254.16706532863,1
<18H+10C+2N+3O+S>,Others,246.10381362211,1
<22H+15C-7O-2P>,Transfer reaction,28.26022437522999,1
<23H+12C+3N+6O>,Hydrolysis,305.158685472,1
<18H+10C+N+7O+P+S>,Others,327.05416009438005,1
<22H+15C+5N+13O+2P>,Transfer reaction,542.06893478246,1
<22H+15C+2O>,Hydrolysis,234.1619799482,1
<22H+14C>,Redox reaction,190.17215070906,1
<18H+11C+2N+4O>,Ligation reaction,242.12665706728,1
<22H+13C-O>,Others,162.17723608948998,1
<22H+13C+O>,Others,194.16706532863,1
<22H+29C+2N+11O>,Others,574.1223595331901,1
<23H+13C+3N+3O+2S>,Others,333.11808396209005,1
<17H+16C+N+2O>,Redox reaction,255.12592879148,1
<24H+13C+2N+O>,Others,224.18886340195,1
<24H+15C+3O>,Hydrolysis,252.17254463223,1
<24H+15C+2N+5O+S>,Others,344.14059305463,1
<17H+17C+N+2O>,Redox reaction,267.12592879148,1
<17H+17C+N+3O>,Redox reaction,283.12084341105003,1
<24H+14C+3O>,Others,240.17254463223,1
<24H+14C+2O>,Others,224.17763001266,1
<24H+14C+2N+4O+S>,Others,316.14567843506,1
<17H+6C+3N-O>,Others,115.14733294163,1
<23H+13C+3N+5O>,Others,301.16377085243,1
<24H+10C+4N-O>,Ligation reaction,184.20518217167,1
<23H+21C+N+4O>,Others,353.162708224,1
<23H+17C+3N+11O>,Others,445.13325856985,1
<23H+17C+3N+10O>,Others,429.13834395028,1
<17H+9C+4N+2O+S>,Lytic reaction,245.10722197917,1
<23H+15C+3N+14O+2P>,Others,531.0655264254,1
<23H+14C+N+10O>,Hydrolysis,365.13219594142,1
<30H+19C+2N+7O>,Others,398.20530131275,1
<14H+8C>,Others,110.10955045122,1
<30H+19C+7N+16O+3P>,Others,705.0961889062899,1
<40H+21C-O>,Others,276.31808666963,1
<41H+21C+5N+12O>,Lytic reaction,555.27517177842,1
<40H+31C+6N+8O>,Others,624.29076227234,1
<40H+30C>,Redox reaction,400.3130012892,1
<40H+30C-O>,Others,384.31808666963,1
<40H+27C+2O>,Ligation reaction,396.30283052834,1
<40H+26C-2O>,Others,320.32317205005995,1
<40H+26C+2O>,Others,384.30283052834,1
<13H+10C+4N+14O+3P>,Hydrolysis,505.96411210595,1
<40H+25C+2O>,Others,372.30283052834,1
<13H+10C+5N+6O+P>,Transfer reaction,330.06034515698,1
<40H+24C+38O+6S>,Others,1127.95218387926,1
<40H+24C+2O>,Others,360.30283052834,1
<13H+10C+5N>,Others,203.11709544114,1
<40H+24C+19O>,Others,632.21637906103,1
<40H+24C+17O>,Others,600.22654982189,1
<40H+23C+4N+8O>,Others,500.28461426348,1
<13H+10C+6N+5O+P>,Others,328.06850454184,1
<41H+25C+8N+16O+3P+S>,Hydrolysis,834.1574094396499,1
<12H+9C+O>,Others,136.08881500633,1
<41H+34C+6N+20O+P>,Others,884.21132473783,1
<42H+39C+4N+11O>,Redox reaction,742.28500818665,1
<12H+9C+3N+8O+P>,Ligation reaction,321.03620135503,1
<43H+27C+N+O>,Others,397.3344650098901,1
<43H+26C+N+20O>,Others,689.23784278172,1
<43H+26C+N+17O>,Others,641.25309892301,1
<43H+26C+8O+P>,Others,514.2695553408699,1
<43H+23C+5N+13O>,Hydrolysis,597.28573646245,1
<42H+40C+22O>,Others,874.2167729842,1
<42H+34C+4N+14O>,Redox reaction,730.2697520453601,1
<42H+21C-O>,Others,278.33373673409,1
<42H+32C-O>,Others,410.33373673409,1
<42H+30C+6N+18O>,Others,774.2555585325001,1
<42H+28C>,Others,378.32865135366,1
<42H+28C+2N+22O>,Others,758.22292099306,1
<42H+26C+7O>,Others,466.29305369065,1
<42H+25C+10N+9O+S>,Others,658.2856941484899,1
<42H+23C+4N+14O>,Hydrolysis,598.2697520453601,1
<13H+11C+5N+3O>,Others,263.10183929985,1
<13H+11C+7O+P>,Others,288.0398897544,1
<30H+19C-O>,Others,242.23983634733,1
<13H+11C+N+8O+P>,Transfer reaction,318.0378783784,1
<3H+7C+O+F>,Ligation reaction,122.01679287899,1
<13H+7C+N+2S>,Others,175.04894177222002,1
<3H+7C+N>,Others,101.02654910112,1
<3H+7C+N+3O>,Others,149.01129295983003,1
<3H+6C+O+I>,Redox reaction,217.92286161626,1
<3H+6C+N>,Redox reaction,89.02654910112001,1
<13H+8C+2N+9O+P>,Redox reaction,312.03586700240004,1
<13H+8C+3N+2O>,Others,183.10077667142,1
<3H+6C+N+3O+S>,Redox reaction,168.98336413423004,1
<13H+8C+3N+3O>,Others,199.09569129099,1
<3H+6C+3Cl>,Redox reaction,179.93003314268998,1
<13H+8C+4O-P>,Others,142.10762189885,1
<3H+5C-2O+Cl>,Others,66.00249853955,1
<13H+8C+N+2O>,Others,155.09462866256,1
<3H+5C+N-O>,Others,61.03163448155,1
<3H+5C+N+2O>,Others,109.01637834026,1
<13H+8C+N>,Hydrolysis,123.10479942342,1
<3H+8C+N+3O>,Others,161.01129295983003,1
<3H+8C+N+O>,Others,129.02146372069,1
<3H+9C+O+3Cl>,Hydrolysis,231.92494776226,1
<3H+N+3O+S>,Lytic reaction,96.98336413423,1
<13H+13C+3N+O+2S>,Others,291.05000440065,1
<13H+16C+N+3O>,Others,267.08954328213,1
<13H+3C+11O+3P+S>,Transfer reaction,349.93914340392,1
<3H-2C+N+2O>,Others,25.01637834026,1
<13H+5C+N+2O+P>,Transfer reaction,150.06839066098,1
<13H+5C+N-O>,Others,71.10988480385001,1
<3H+N+5O+2P>,Hydrolysis,158.94864619581,1
<3H+N+2O+S>,Lytic reaction,80.98844951466,1
<13H+7C+3N+3O>,Others,187.09569129099,1
<13H+6C+N-O>,Others,83.10988480385001,1
<13H+6C+N>,Others,99.10479942342,1
<3H+C+N+S>,Transfer reaction,60.99862027552,1
<13H+7C+2N+2O+P+2Cl>,Transfer reaction,258.00917002941,1
<13H+7C+2N+7O+P>,Transfer reaction,268.04603776326,1
<3H+C+6O+P>,Lytic reaction,141.96672481253,1
<3H+C+3N>,Others,57.03269710998,1
<43H+30C+7N+14O>,Others,725.28679909088,1
<44H+23C+N+6O+P>,Others,461.29062513839,1
<44H+23C-O>,Others,304.34938679855,1
<44H+24C+2O>,Others,364.33413065726,1
<4H+3C+2O+S>,Others,103.99320054246,1
<19H+12C+4N+7O+2P+S>,Lytic reaction,425.04496913832,1
<4H+3C+2N+3O>,Hydrolysis,116.02219199649,1
<4H+2N-O>,Lytic reaction,16.042533518209996,1
<12H+7C+3N+5O+P>,Lytic reaction,249.05145749632,1
<12H+7C+5N+12O+3P>,Lytic reaction,450.96953183901,1
<12H+7C+7O>,Others,208.05830272375,1
<12H+7C+N+O>,Others,126.09188901076,1
<4H+2C+O+S>,Others,75.99828592289,1
<4H+2C+4O>,Redox reaction,92.0109586072,1
<12H+7C+O+S>,Others,144.06088618073,1
<12H+7C+O>,Others,112.08881500633,1
<4H+2C+2O+2S>,Transfer reaction,123.96527171686,1
<4H+2C+2N>,Hydrolysis,56.03744813778,1
<4H+2C+2N+2O>,Others,88.02727737692001,1
<4H+12C+2N-6O-2P>,Others,18.12043642352001,1
<12H+7C>,Others,96.09390038676,1
<4H+3C+3O+S>,Others,119.98811516203,1
<12H+6C+N+7O+P>,Hydrolysis,241.0351387266,1
<4H+3C+4O>,Lytic reaction,104.0109586072,1
<4H+4C+2N+2O>,Others,112.02727737692,1
<4H+4C+N-P>,Transfer reaction,35.06061213493,1
<12H+5C+4N+O>,Others,144.10111102405,1
<12H+5C+9O+2P>,Lytic reaction,277.99565595973,1
<4H+4C+4O-S>,Transfer reaction,84.0388874328,1
<12H+5C+N+2O+P>,Others,149.06056562875,1
<12H+5C+N+5O+P>,Others,197.04530948746,1
<12H+6C+2N+3O>,Others,160.08479225433,1
<12H+6C+4O>,Others,148.07355886504,1
<12H+6C+9O+2S>,Hydrolysis,291.99227431169004,1
<4H+3C-O>,Others,24.03638550935,1
<12H+6C+5O>,Hydrolysis,164.06847348461,1
<12H+6C+7O>,Others,196.05830272375,1
<4H+3C+O+S>,Others,87.99828592289,1
<4H+3C+N-2O-P+Se>,Others,70.98730469579,1
<4H+3C+N-2O-P+S>,Others,23.04285407019,1
<4H+3C+N+2O+Se>,Others,165.94072517249,1
<4H+11C+N+2O+Cl>,Redox reaction,216.99305605449,1
<4C+O-S>,Others,32.02284344517,1
<12H+8C+2N+5O+S>,Redox reaction,248.04669266787,1
<44H+44C+24O>,Others,956.2222522878,1
<46H+25C+8O>,Others,474.3192684391401,1
<12H+8C+O+2S>,Ligation reaction,188.03295735513,1
<46H+23C-O>,Others,306.36503686301,1
<46H+23C+N+6O+P>,Others,463.30627520285,1
<45H+30C+5N+19O>,Others,779.2708742443299,1
<45H+28C-O-P>,Others,334.38344983236,1
<45H+23C+6O+P>,Others,448.29537616619,1
<44H+30C+3O>,Hydrolysis,452.32904527683,1
<12H+8C+8O>,Others,236.05321734332,1
<44H+29C+2O>,Others,424.33413065726,1
<12H+8C>,Redox reaction,108.09390038676,1
<44H+27C+O>,Lytic reaction,384.33921603769,1
<44H+27C+4O>,Ligation reaction,432.3239598964,1
<44H+27C+3O>,Ligation reaction,416.32904527683,1
<12H+9C+2N+6O>,Others,244.06953611304,1
<12H+9C+2O-2P>,Others,90.13620562906,1
<46H+28C+23O>,Others,750.24298773269,1
<46H+28C+2N+19O>,Others,714.26947726327,1
<4C+2N+7O+P>,Others,218.94431234427,1
<48H+30C+7N+18O+3P+S>,Lytic reaction,919.19893989997,1
<4C+2N+2O+2Cl>,Others,177.93368261199998,1
<49H+30C+3N+17O>,Others,723.30619712525,1
<49H+30C+22O-P>,Others,730.2977862113901,1
<49H+29C+3N+17O+2P>,Hydrolysis,773.25372112209,1
<49H+26C-N+2O-2P>,Others,317.42265781714,1
<48H+39C+7N+23O+P>,Others,1013.25391782658,1
<12H+8C+2N+6O+S>,Redox reaction,264.04160728744,1
<48H+29C-2O>,Others,364.3857723079,1
<46H+29C+24O>,Others,778.2379023522601,1
<48H+29C+12N+11O+S>,Others,772.3286215898698,1
<12H+8C+3N+6O+P>,Others,277.04637211589,1
<12H+8C+7N+15O+3P+S>,Transfer reaction,570.9324948809799,1
<46H+49C+6N+11O-2P+2Cl>,Transfer reaction,902.31263769159,1
<46H+35C-O>,Redox reaction,450.36503686301,1
<46H+33C+7N+16O+P-2S>,Others,763.3297230763299,1
<46H+30C+23O>,Others,774.24298773269,1
<3H+5C+2O+Cl>,Hydrolysis,129.98215701783,1
<3H+5C+2N-2O-P>,Others,28.06603186799,1
<13H+9C+2N+14O+3P>,Hydrolysis,465.9579640970901,1
<36H+19C-O>,Others,248.28678654071,1
<34H+21C+6N+9O>,Others,514.2387266985301,1
<14H+20C+12O>,Others,446.04852588606,1
<34H+20C+O>,Hydrolysis,290.26096571539,1
<14H+5C+2N-O>,Others,86.12078384051,1
<34H+20C+2O>,Others,306.25588033496,1
<34H+19C+2O>,Others,294.25588033496,1
<14H+6C+4N+2O>,Lytic reaction,174.11167570808,1
<34H+18C+6N+4O+S>,Hydrolysis,430.23622477508,1
<14H+6C+O>,Redox reaction,102.10446507079,1
<33H+30C+7N+7O>,Others,603.2441464315899,1
<33H+28C+5N+7O>,Others,551.23799842273,1
<14H+6C-O>,Redox reaction,70.11463583165,1
<33H+21C+5N+10O>,Others,515.22274228144,1
<33H+20C>,Others,273.25822606359,1
<32H+34C+4N+4O>,Hydrolysis,560.24235552736,1
<32H+34C+17O>,Others,712.16394956405,1
<32H+30C+2N+13O>,Transfer reaction,628.19043909463,1
<34H+21C+7N+14O+3P+S>,Others,733.1097309704699,1
<14H+18C+7O>,Hydrolysis,342.07395278821,1
<34H+21C-2O>,Others,254.27622185668,1
<34H+38C+19O>,Others,794.1694288676499,1
<14H+16C+2N+O>,Others,250.11061307965,1
<35H+22C+N+O>,Others,329.27186475205,1
<35H+22C+N+4O>,Others,377.25660861076,1
<35H+22C+8N+16O+3P+S>,Others,792.1104592462699,1
<14H+17C+5N+5O+S+Cl>,Others,435.04041742762,1
<35H+21C+3N+8O+S>,Others,489.2144862723,1
<35H+18C+N+O>,Others,281.27186475205,1
<14H+17C+6O>,Others,314.07903816864,1
<34H+21C-O>,Others,270.27113647625,1
<14H+18C+2N+6O>,Others,354.0851861775,1
<34H+24C+O>,Others,338.26096571539,1
<34H+24C+3O>,Others,370.25079495453,1
<34H+23C-O>,Others,294.27113647625,1
<34H+23C+4N+19O+2P>,Ligation reaction,732.1292488822099,1
<34H+22C+O>,Hydrolysis,314.26096571539,1
<34H+21C>,Redox reaction,286.26605109582,1
<32H+29C+5N+11O-P>,Others,595.23606987036,1
<32H+25C+2N+6O>,Others,456.22603675764,1
<32H+24C+6O>,Hydrolysis,416.21988874878,1
<30H+28C+4N+4O>,Redox reaction,486.2267054629,1
<31H+29C+N+9O>,Hydrolysis,537.19988157969,1
<31H+29C+N+10O>,Hydrolysis,553.19479619926,1
<31H+28C+8N+12O+2S+Cl>,Others,770.11913850021,1
<31H+25C+7N+7O>,Others,541.22849636713,1
<14H+8C+6O>,Others,206.07903816864,1
<30H+31C+4N+8O>,Others,586.20636394118,1
<30H+30C+19O>,Others,694.13812873873,1
<30H+22C-O>,Others,278.23983634733,1
<32H+16C+2O>,Others,256.24023027050004,1
<14H+8C+N+3O-P>,Others,141.12360631594,1
<30H+22C+4O>,Others,358.21440944518,1
<14H+8C+N+5O>,Others,204.0871975535,1
<30H+20C-7O-2P>,Others,96.32282463306996,1
<14H+8C+N+O>,Others,140.10753907522002,1
<30H+20C+6N+10O+2S>,Others,578.14648353798,1
<30H+20C+3O>,Lytic reaction,318.21949482561,1
<32H+15C+7N+14O+3P+S>,Transfer reaction,659.0940809060099,1
<32H+16C+5N+15O+3P-S>,Others,595.13870516792,1
<32H+24C+3O>,Others,368.2351448900701,1
<32H+19C+7N+14O+3P+S>,Transfer reaction,707.0940809060099,1
<14H+6C>,Redox reaction,86.10955045122,1
<32H+22C+2O>,Others,328.24023027050004,1
<32H+21C-O>,Others,268.25548641179,1
<14H+7C+4N+O>,Others,170.11676108851,1
<14H+7C+N+2O>,Others,144.10245369479,1
<14H+7C+N+O>,Others,128.10753907522002,1
<32H+20C+7N+16O+3P+S>,Others,751.0839101451498,1
<32H+19C+7N+12O+3P+S>,Transfer reaction,675.1042516668699,1
<14H+8C+4O>,Others,174.0892089295,1
<32H+19C+2N+7O>,Others,400.2209513772101,1
<14H+8C+2N+2O+S>,Ligation reaction,202.07759887362,1
<14H+8C+2N+2O>,Others,170.10552769922,1
<32H+17C>,Others,236.25040103136,1
<32H+17C-O>,Others,220.25548641179,1
<32H+17C+6N+4O+S>,Hydrolysis,416.22057471062,1
<14H+8C+2N+5O>,Others,218.09027155793,1
<36H+19C+O>,Others,280.27661577985003,1
<36H+20C+2O>,Others,308.27153039942004,1
<3H+4C+N>,Others,65.02654910112,1
<14H+15C+4O>,Others,258.0892089295,1
<3H+2C+O+F>,Others,62.01679287899,1
<3H+2C+O+Cl>,Others,77.98724239826001,1
<3H+2C+N>,Others,41.02654910112,1
<3H+2C+N-2O>,Others,9.036719861979996,1
<14H+10C+5N+5O+P>,Others,315.07325556964,1
<14H+10C+5N+9O+3P-S>,Transfer reaction,409.02836687036,1
<14H+11C+2N+6O+2S>,Hydrolysis,334.0293285263,1
<3H+2C+2O+S-Cl>,Lytic reaction,56.01652282823,1
<14H+11C+2N+7O+P>,Hydrolysis,317.05386279549003,1
<14H+11C+2N+7O>,Hydrolysis,286.08010079707003,1
<39H+28C+6N+13O+P-2S>,Transfer reaction,634.2871299875799,1
<39H+24C+3N+15O>,Others,609.23811756381,1
<39H+24C+17O-P>,Others,568.24496279124,1
<39H+21C+6O+P>,Others,418.24842597281,1
<39H+20C+7N+4O+S>,Ligation reaction,473.27842394066,1
<38H+28C+5N+13O+P>,Transfer reaction,683.2203732997199,1
<38H+25C+2N+5O+S>,Hydrolysis,478.25014350585,1
<3H+2C+O>,Others,43.01838971626,1
<3H+2C-N+3O+2S>,Transfer reaction,124.94928729977,1
<3H+2C>,Transfer reaction,27.02347509669,1
<3H+3O+P>,Redox reaction,81.98198095382,1
<3H+4C+N-O>,Others,49.03163448155,1
<13H+9C+3N+2O>,Others,195.10077667142,1
<13H+9C+4N+7O+P>,Ligation reaction,320.05218577212,1
<3H+4C+3N-O>,Others,77.03778249041001,1
<3H+4C+3N+2O>,Others,125.02252634912,1
<13H+9C+N+3O>,Others,183.08954328213,1
<3H+4C+2N+O+F>,Redox reaction,114.02294088785,1
<144H+74C+4O>,Others,1097.1064631194,1
<14H+10C+5N+13O+3P>,Hydrolysis,504.98009652304,1
<3H+3C-N+4O>,Lytic reaction,89.00005957054,1
<3H+3C+O>,Others,55.01838971626,1
<3H+3C+N>,Others,53.02654910112,1
<14H+10C+2N+5O+S>,Others,274.06234273233,1
<3H+3C+N+3O>,Hydrolysis,101.01129295983,1
<14H+10C+2O>,Ligation reaction,166.09937969036,1
<3H+3C+2O>,Others,71.01330433583,1
<38H+25C+2N+16O>,Others,622.22213314672,1
<38H+24C+O>,Others,342.29226584431,1
<38H+24C+7N+18O+3P+S>,Lytic reaction,837.1206895776699,1
<36H+23C-2O>,Others,280.29187192114,1
<14H+14C+6N+2O>,Others,298.11782371694005,1
<36H+25C+23O>,Others,704.16473741039,1
<36H+24C+O>,Others,340.27661577985003,1
<36H+24C+7N+17O+3P+S>,Lytic reaction,819.1101248936399,1
<36H+24C+3O>,Others,372.26644501899,1
<36H+24C+2O>,Others,356.27153039942004,1
<36H+23C-O>,Others,296.28678654071,1
<36H+23C+7N+16O+3P+S>,Others,791.1152102740699,1
<14H+13C+4O>,Others,234.0892089295,1
<36H+23C+7N+16O+3P+2S>,Lytic reaction,823.08728144847,1
<36H+23C+2O>,Others,344.27153039942004,1
<36H+22C+2N+14O>,Others,552.2166538431201,1
<36H+22C+18O>,Others,588.19016431254,1
<14H+15C+4N+2O+S>,Others,314.08374688248,1
<36H+21C+7N+14O+3P+S>,Redox reaction,735.1253810349299,1
<36H+20C-7O-2P>,Others,102.36977482645,1
<14H+13C+O>,Others,186.10446507079,1
<36H+32C+6N+14O>,Others,728.2289498608401,1
<38H+24C+7N+16O+3P+S>,Others,805.1308603385299,1
<14H+12C+O>,Others,174.10446507079,1
<14H+11C+4O>,Redox reaction,210.0892089295,1
<14H+12C+2N>,Others,186.11569846008,1
<38H+23C-O>,Others,298.30243660517,1
<14H+12C+6N+4O>,Others,306.10765295608,1
<38H+23C+4N+8O>,Others,498.2689641990201,1
<38H+23C+19O>,Others,618.20072899657,1
<14H+12C+N+Cl>,Others,207.08147713765,1
<14H+12C>,Others,158.10955045122,1
<37H+19C+6O+P>,Others,392.23277590835,1
<38H+20C+N+8O+P>,Others,451.2335041841501,1
<38H+19C-O>,Others,250.30243660517,1
<14H+13C+2N-3O-2P>,Transfer reaction,88.18343060453,1
<38H+19C+O>,Others,282.29226584431,1
<14H+13C+4N+2O>,Redox reaction,258.11167570808,1
<37H+23C-O-P>,Others,266.32084957452,1
<37H+23C+6O+P>,Others,440.23277590835,1
<-10H-10C+7N+12O+3P+S>,Others,284.77560031321,1
